tconst	primaryTitle	originalTitle	isAdult	releaseYear	runtimeMinutes	genres	averageRating	numVotes	nudity	violence	profanity	alcohol	frightening	actors	countriesOfOrigin	productionCompanies	budget	grossWorldwide
tt5690360	Slender Man	Slender Man	0	2018.0	93.0	Horror,Mystery,Thriller	3.2	37639	Mild	Moderate	Mild	Mild	Moderate	Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso, Alex Fitzalan, Taylor Richardson, Javier Botet, Jessica Blank, Michael Reilly Burke, Kevin Chapman, Miguel Nascimento, Eddie Frateschi, Oscar Wahlberg, Danny Beaton, Marc Carver, Kris Sidberry, Angela Hope Smith, Damon D'Amico Jr.	United States	Screen Gems, Mythology Entertainment, Madhouse Entertainment	9140000.0	47289033.786
tt0462244	Daddy Day Camp	Daddy Day Camp	0	2007.0	89.0	Comedy,Family	3.2	17802	Mild	Mild	Mild		Mild	Cuba Gooding Jr., Lochlyn Munro, Richard Gant, Tamala Jones, Paul Rae, Joshua David McLerran, Spencir Bridges, Brian Doyle-Murray, Dallin Boyce, Telise Galanis, Taggart Hurtubise, Molly Jepson, Tad D'Agostino, Tyger Rawlings, Talon G. Ackerman, Zachary Allen, Sean Patrick Flaherty, Richard J. Clifford	United States	TriStar Pictures, Revolution Studios, Davis Entertainment	5484000.0	16632421.772
tt0404090	Wacky Class Welcome	Hababam Sinifi Merhaba	0	2004.0	118.0	Comedy	3.2	6968						Halit Akçatepe, Hülya Koçyigit, Mehmet Ali Erbil, Zeki Alasya, Sümer Tilmaç, Memet Ali Alabora, Safak Sezer, Cengiz Küçükayvaz, Nehir Erdogan, Melih Ekener, Peker Açikalin, Ercument Serpil, Yeliz Yesilmen, Çetin Çiftçioglu, Tuncay Akça, Ofelya Kucukayvaz, Ceyhun Yilmaz, Aysen Gruda	Turkey	Arzu Film, Fida Film		6788722.204
tt2976182	Roy	Roy	0	2015.0	146.0	Drama,Romance	3.2	7805	Mild	Mild	Mild	Moderate		Arjun Rampal, Jacqueline Fernandez, Ranbir Kapoor, Barun Chanda, Asif Basra, Cyrus Broacha, Valentine Cawley, Rajit Kapoor, Mandana Karimi, Anupam Kher, Kaizaad Kotwal, Shernaz Patel, Roxana Sheidaie	India	Freeway Pictures, T-Series		22547.466
tt0091934	Shanghai Surprise	Shanghai Surprise	0	1986.0	97.0	Adventure,Comedy,Crime	3.2	5702	Mild	Mild		Mild		Sean Penn, Madonna, Paul Freeman, Richard Griffiths, Philip Sayer, Clyde Kusatsu, Kay Tong Lim, Sonserai Lee, Victor Wong, Professor Toru Tanaka, Michael Aldridge, Sarah Lam, George She, Won Gam Bor, To Chee Kan, David Li, Keith Bonnard, Claire Lutter	United Kingdom	HandMade Films, The Vista Organisation	15538000.0	2116534.262
tt0110647	The NeverEnding Story III	Die unendliche Geschichte III: Rettung aus Phantasien	0	1994.0	95.0	Adventure,Comedy,Family	3.2	12296		Mild				Jason James Richter, Melody Kay, Jack Black, Carole Finn, Ryan Bollman, Freddie Jones, Julie Cox, Moya Brady, Tony Robinson, Thomas Petruo, Tracey Ellis, Kevin McNulty, Nicole Parker, Adrien Dorval, Kaefan Shaw, Gord Robertson, Frederick Warder, William Todd-Jones	Germany, United States	Cinevox Filmproduktion GmbH, Bibo TV Studiobetriebs, Dieter Geissler Filmproduktion	15538000.0	
tt4743226	Air Strike	Da hong zha	0	2018.0	120.0	Action,Adventure,Drama	3.2	4716		Moderate	Moderate		Severe	Ye Liu, Bruce Willis, Song Seung-heon, William Chan, Wei Fan, Gang Wu, Su Ma, Yongli Che, Yuanzheng Feng, Janine Chun-Ning Chang, Le Geng, Tenma Shibuya, Fan Zhang, Nicholas Tse, Bingbing Fan, Daoming Chen, Simon Yam, Adrien Brody	China	Origin Films, Shanghai Film Group, China Film Group Corporation (CFGC)	59410000.0	486592.578
tt1764366	Hollywood Sex Wars	Hollywood Sex Wars	0	2011.0	106.0	Comedy	3.2	4562	Moderate		Mild	Severe	Mild	Mario Diaz, Eli Jane, Jenae Altschwager, Dominique Purdy, Jacqui Holland, Suzy Kaye, Christine Nguyen, Richard Blair, Carmen Palumbo, Nicholas Mongiardo-Cooper, Fabio, Bianca Sia, April Garcia, Aneliese Kelly, Marta Zolynska, Nat Dixon, Serena Bencz, Juliette Lalonne	United States	Big Primpin Productions, Babyalpha Studios, HSWars	1877139.382	
tt2345613	Leprechaun: Origins	Leprechaun: Origins	0	2014.0	90.0	Fantasy,Horror	3.2	6360		Severe	Moderate	Mild	Severe	Dylan Postl, Stephanie Bennett, Andrew Dunbar, Melissa Roxburgh, Brendan Fletcher, Garry Chalk, Teach Grant, Bruce Blain, Mary Black, Emilie Ullerup, Adam Boys, Gary Peterman	United States	Capital A Entertainment Enterprises, WWE Studios		
tt7286966	Money Plane	Money Plane	0	2020.0	82.0	Comedy,Crime,Thriller	3.2	5591		Moderate	Moderate	Moderate	Moderate	Adam Copeland, Kelsey Grammer, Thomas Jane, Denise Richards, Katrina Norman, Patrick Lamont Jr., Andrew Lawrence, Joey Lawrence, Matthew Lawrence, Al Sapienza, Aleksander Vayshelboym, Jolene Kim, Candi Brooks, Tom DeNucci, Reid Perkins, Donald DeNoyer, Hick Cheramie, Cristina Franco	United States	Dawn's Light, Taylor & Dodge, Maverick Film	4570000.0	564.852
tt6982794	Clickbait	Clickbait	0	2019.0	80.0	Comedy,Horror,Thriller	3.2	3790	Mild	Moderate	Mild	Mild		Colby Stewart, Brandi Aguilar, Seth Chatfield, Ryan James Hilt, Cedric Jonathan, Makeda Kumasi, Jannica Olin, Johannes Grenzfurthner, Sarah Paterson, Sophia Cacciola, Brittnee Hollenbach, Lianne O'Shea, Michael J. Epstein, Matt Stuertz, Jill Galbraith, Jeremy Long, Tanya Pearson, Catherine Capozzi	United States	Launch Over		
tt0400426	Far Cry	Far Cry	0	2008.0	95.0	Action,Adventure,Sci-Fi	3.2	14797	Mild	Severe	Mild	Mild	Moderate	Til Schweiger, Emmanuelle Vaugier, Natalia Avelon, Udo Kier, Chris Coppola, Ralf Moeller, Craig Fairbrass, Michael Paré, Don S. Davis, Suzanne Ristic, Jay Brazeau, Mike Dopud, Steffen Mennekes, Michael Robinson, Carrie Genzel, Michael J Rogers, Geoff Gustafson, Jamie Switch	Germany, Canada	Boll Kino Beteiligungs GmbH & Co. KG, Far Cry Productions, Brightlight Pictures	27420000.0	716119.914
tt8983220	Hungama 2	Hungama 2	0	2021.0	156.0	Comedy,Drama,Romance	3.2	6550						Paresh Rawal, Meezaan Jafri, Shilpa Shetty Kundra, Pranitha, Rajpal Naurang Yadav, Johny Lever, Ashutosh Rana, Tiku Talsania, Manoj Joshi, Raman Trikha, Naira Shah, Preity Pundir, Komal Sharma, Atharv Johnny, Hardika Sharma, Akshaye Khanna, Raaf Chaudhary, Hetparekh	India	Venus		48996.798
tt13332610	Kill Plan	Kill Plan	0	2021.0	71.0	Thriller	3.1	4191	Mild	Severe	Moderate	Moderate	Moderate	Jason Toler, Chris Spinelli, Benny Tjandra, Sarah Brine, Adam Weston Poell, Elliott Woods, Nicole D'Angelo, Craijece Danielle, Talon Tears, Scott Butler, Christina Lo, Shoko Rice, Dan Luong, Natalie Popovic, Leonard Zhang, Doug Tochioka, David Prak, Bogdan Szumilas	United States	CineRidge Entertainment, Sunrayz International Films		
tt1988781	7 Below	7 Below	0	2012.0	92.0	Horror	3.1	4139	Mild	Severe	Mild	Moderate	Moderate	Val Kilmer, Ving Rhames, Luke Goss, Matt Barr, Rebecca Da Costa, Bonnie Somerville, Christian Baha, Jennifer Trier, Kaleigh Howland, Silvio Wolf Busch, Kylie Pfingsten, Brianna Lee Johnson, Corey Reilly, Tia Sage, Eric Fischer, Aaron Johnson, Whitlee Wilhems, Pete Scalia	United States	Vitamin A Films, Barking Fish Entertainment, Efish Entertainment	5484000.0	77896.564
tt1699513	Beginning of the Great Revival	Jian dang wei ye	0	2011.0	140.0	Drama,History	3.1	6378						John Woo, Bingbing Fan, Chow Yun-Fat, Andy Lau, Daniel Wu, Yang Yang, Angelababy, Xun Zhou, Shengyi Huang, Simon Yam, Lan Qin, Leehom Wang, Tao Liu, Kun Chen, Qin Li, Yi Zhang, Yuan Nie, Yiwei Zhou	China	Anhui Film Group, Beijing Hualu Baina Film & TV, Beijing Municipal Bureau of Radio, Film and Television		53299316.814
tt12163074	The Resort	The Resort	0	2021.0	76.0	Horror	3.1	3792	Mild	Severe	Moderate	Mild	Mild	Bianca Haase, Brock O'Hurn, Michael Vlamis, Michelle Randolph, Dave Sheridan, Dante Jimenez, Romualdo Castillo, Rodney Gemberling, Richard Teston, Andy Bumatai, Rebecca Jarvis, Casey Dacanay, Avery Pascual, Joaquin Veizaga, Kevin Petitto, Thomas Sanchez, Maria Olsen, Josh Willis	United States	Double Down Pictures		190696.046
tt3499424	Hercules Reborn	Hercules Reborn	0	2014.0	95.0	Action,Adventure	3.1	4578	Mild	Severe		Mild	Moderate					
tt1767319	In the Name of the King: Two Worlds	In the Name of the King: Two Worlds	0	2011.0	96.0	Action,Adventure,Fantasy	3.1	5243	Mild	Moderate	Mild	Mild		Dolph Lundgren, Lochlyn Munro, Natassia Malthe, Christina Jastrzembska, Aleks Paunovic, Natalie Burn, Elisabeth Rosen, Michael Adamthwaite, Michaela Mann, Noah Beggs, Michael Antonakos, Heather Doerksen, Michael Teigen, Adam Bloch, Reese Alexander, Sean Campbell, Christopher Rosamond, Jamie Switch	Germany, Canada	Event Film Distribution, Pistoleros, Brightlight Pictures	4113000.0	
tt1343704	Time You Change	Zeiten ändern Dich	0	2010.0	94.0	Biography,Drama,Music	3.1	5674	Mild	Moderate	Severe	Moderate	Mild	Bushido, Moritz Bleibtreu, Reza Brojerdi, Karoline Schuch, Elyas M'Barek, Hannelore Elsner, Katja Flint, Uwe Ochsenknecht, Mina Tander, Karel Gott, Kay One, Nyze, Fler, Adolfo Assor, Aenne Schwarz, Gregor Bloéb, Oktay Özdemir, Demir Gökgöl	Germany	Constantin Film, Rat Pack Filmproduktion		4910649.6280000005
tt0092532	Alien from L.A.	Alien from L.A.	0	1988.0	87.0	Adventure,Comedy,Sci-Fi	3.1	4287		Mild	Mild	Mild	Mild	Kathy Ireland, William R. Moses, Richard Haines, Don Michael Paul, Thom Mathews, Janie du Plessis, Simon Poland, Linda Kerridge, Kristen Trucksess, Lochner de Kock, Deep Roy, Albert Maritz, Russel Savadier, Denis Smith, James Lithgow, Christian Andrews, Drummond Marais, Fats Bookholane	United States, South Africa	Golan-Globus Productions		
tt0116756	Kazaam	Kazaam	0	1996.0	93.0	Comedy,Family,Fantasy	3.1	25468	Mild	Mild	Mild	Mild	Mild	Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh, Fawn Reed, Mother Love, Brandon Durand, Wade Robson, Jake Glaser, Efren Ramirez, Jonathan Carrasco, Jesse Perez, Todd Sible, Juan Gabriel Reynoso, Said Faraj, Randall Bosley	United States	Interscope Communications, Polygram Filmed Entertainment, Touchstone Pictures	18280000.0	17308657.468000002
tt2467046	Left Behind	Left Behind	0	2014.0	110.0	Action,Fantasy,Sci-Fi	3.1	42010		Mild	Mild	Mild	Moderate	Nicolas Cage, Lea Thompson, Cassi Thomson, Chad Michael Murray, Nicky Whelan, Jordin Sparks, Gary Grubbs, Quinton Aaron, Martin Klebba, Georgina Armstrong, Han Soto, Alec Rayme, Kamryn Johnson, Lauren Swinney, Major Dodson, Lance E. Nichols, William Ragsdale, Stephanie Honoré	United States, Canada	Polyphony Digital, Stoney Lake Entertainment	14624000.0	25048988.944
tt0969653	White Wall	White Wall	0	2010.0	95.0	Action,Mystery,Sci-Fi	3.1	6571						James Boss, Gary Kohn, Michael Teh, Aurelie Kyinn, John Klemantaski, Hugh Mason, Eddie Kaulukukui, Nevin Millan, Leo Solomon, Christopher Guyton, Gabriel Womack, Albert Marrero Jr., Siu Ping-Lam, Joseph Tuccio, Philip Marlatt, Bart Fletcher, Jeff Torres, Sardor Abdullaev	United States	Avantmark Pictures, White Wall	228500.0	
tt1038685	The King of Fighters	The King of Fighters	0	2009.0	93.0	Action,Sci-Fi,Thriller	3.1	4524		Moderate	Mild	Mild	Moderate	Maggie Q, Sean Faris, Will Yun Lee, Ray Park, David Leitch, Françoise Yip, Hiro Kanagawa, Bernice Liu, Monique Ganderton, Doug Abrahams, Candus Churchill, Robin Nielsen, Scott Patey, Toshi Haraguchi, Sam Hargrave, Keanu Lam, Mike Dopud	Japan, Taiwan, Germany, Canada, United States, United Kingdom	Micott & Basara K.K., Double Edge Entertainment, Inferno International		458967.842
tt2610768	Celal and Ceren	Celal ile Ceren	0	2013.0	114.0	Comedy,Romance	3.1	43236						Sahan Gökbakar, Ezgi Mola, Dilsah Demir, Gökçen Gökçebag, Gözde Seda Altuner, Adem Atbas, Mücahit Avci, Tracy Daziz, Zehra Içöz, Ahmet Kabil, Ali Furkan Yilmaz, Billur Yilmaz, Eda Yilmaz, Mehmet Enes Özyürek	Turkey	Camasirhane		15537845.534
tt11656172	Hard Kill	Hard Kill	0	2020.0	98.0	Action,Thriller	3.1	19391	Mild	Moderate	Moderate	Mild	Moderate	Jesse Metcalfe, Bruce Willis, Lala Kent, Natalie Eva Marie, Texas Battle, Sergio Rizzuto, Swen Temmel, Jon Galanis, Jacquie Nguyen, Leslee Emmett, Nicholas Petron, Abigail Esmena, Tyler Jon Olson, Katie Groneman, Adam Huel Potter, Chris Petty, Timothy C. Sullivan, Alex Eckert	United States	Emmett/Furla/Oasis Films (EFO Films), BondIt Media Capital, Buffalo 8 Productions		101932.022
tt0489244	Night of the Living Dead 3D	Night of the Living Dead	0	2006.0	80.0	Horror	3.1	3860	Moderate	Severe	Mild	Moderate	Moderate	Brianna Brown, Joshua DesRoches, Sid Haig, Greg Travis, Johanna Black, Adam Chambers, Ken Ward, Alynia Phillips, Max E. Williams, Cristin Michele, Marcia Ann Burrs, Robert DiTillio, Brian La Rosa, Alan Gorg, Jason Brandt, Mark Sikes, Neil D'Monte, B.J. Winslow	United States	Lux Digital Pictures, The Horrorworks	685500.0	1515164.306
tt0758781	Seed	Seed	0	2006.0	90.0	Horror	3.1	7210	Mild	Severe	Moderate	Mild	Severe	Michael Paré, Will Sanderson, Ralf Moeller, Jodelle Ferland, Thea Gill, Andrew Jackson, Brad Turner, Phillip Mitchell, Mike Dopud, John Sampson, Tyron Leitso, Michael Eklund, John Hainsworth, Vincent Walker, William 'Big Sleeps' Stewart, Tamara McKay, William Veroni, Suzanne Ristic	Canada	Pitchblack Pictures, Boll Kino Beteiligungs GmbH & Co. KG, Seed Productions	4570000.0	239480.796
tt0246894	Rollerball	Rollerball	0	2002.0	98.0	Action,Sci-Fi,Sport	3.1	29244	Moderate	Moderate	Mild	Mild	Mild	Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn, Naveen Andrews, Oleg Taktarov, David Hemblen, Janet Wright, Andrew Bryniarski, Kata Dobó, Alice Poon, Lucia Rijker, Melissa R. Stubbs, Paul Wu, Yolanda Hughes-Heying, Jay Mahin, Simon Girard, Tom Farr	United States, Germany, Japan, Canada	Atlas Entertainment, Canada Film Capital, Helkon Media	63980000.0	23629426.296
tt0804452	Bratz	Bratz	0	2007.0	110.0	Comedy,Family,Music	3.1	24680	Mild	Mild	Mild		Mild	Skyler Shaye, Janel Parrish, Logan Browning, Nathalia Ramos, Chelsea Kane, Anneliese van der Pol, Melise, Ian Nelson, Stephen Ford, Jon Voight, Lainie Kazan, William May, Emily Rose Everhard, Chet Hanks, Carl Rux, Kim Morgan Greene, Sasha Cohen, Andrea Edwards	United States	Crystal Sky Pictures, MGA Entertainment, Arad Productions	18280000.0	23776021.842
tt5235880	A Flying Jatt	A Flying Jatt	0	2016.0	151.0	Action,Adventure,Comedy	3.1	5276	Mild	Moderate	Mild	Moderate	Moderate	Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Mahi Milan, Mukesh Hariawala, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Pawan Jam, Amrita Puri, Vakil Khan, Sushant Pujari, Sada Yadav, Pradeep Kabra, Vijeta Maru, Samir Chandra, NK Harivansh	India	Balaji Motion Pictures		4017681.682
tt4937114	Rogue Warrior: Robot Fighter	Rogue Warrior: Robot Fighter	0	2016.0	101.0	Action,Sci-Fi	3.1	4081	Mild					Tracey Birdsall, William Kircher, Daz Crawford, Stephen Manley, Timothy McGrath, Ashley Park, Livvy Stubenrauch, Aaron Jacques, Marilyn Ghigliotti, Marc Hawes, Erin Bethea, Charles Beck, Nicky Birdsall, Tony Gibbons, Hunter Jacques, Moose Jacques, Michael Scott Martin	United States	Empire Motion pictures, Pacific Coast Entertainment	3473200.0	
tt1189383	The Masked Gang: Cyprus	Maskeli Besler: Kibris	0	2008.0	87.0	Comedy	3.1	5555						Peker Açikalin, Safak Sezer, Cengiz Küçükayvaz, Melih Ekener, Atilla Sarihan, Mehmet Ali Erbil, Deniz Akkaya, Icmal Aktuna, Ugur Aslanoglu, Sinan Bengier, Turgay Dogan, Hamit Haskabal, Oguzhan Kocakli, Kadir Konal, Seçil Mutlu, Deniz Oral, Duygu Paracikoglu, Erhan Sayar	Turkey	Arzu Film, Fida Film	4113000.0	6404259.9860000005
tt12861508	Survive the Game	Survive the Game	0	2021.0	97.0	Action,Thriller	3.1	4977	Moderate	Moderate	Moderate	Moderate	Moderate	Chad Michael Murray, Bruce Willis, Swen Temmel, Michael Sirow, Kate Katzman, Zack Ward, Simon Phillips, Sean Kanan, Adam Huel Potter, Donna D'Errico, Jose S. Vázquez, Kristos Andrews, Ronal Tejada, Jonathan González, Ramon Vázquez, Yulia Klass, Felix Cortes, Canyon Prince	United States	Lions Gate Films, Grindstone Entertainment Group, Emmett/Furla/Oasis Films (EFO Films)		54243.158
tt0383222	BloodRayne	BloodRayne	0	2005.0	95.0	Action,Fantasy,Horror	3.0	36959	Moderate	Severe	Mild	Mild	Severe	Kristanna Loken, Ben Kingsley, Michelle Rodriguez, Michael Madsen, Matthew Davis, Will Sanderson, Geraldine Chaplin, Udo Kier, Meat Loaf, Michael Paré, Billy Zane, Darren Shahlavi, Esteban Cueto, Madalina Constantin, Daniela Nane, T.J. Storm, Constantin Barbulescu, Teona Galgotiu	Germany, United States	Boll Kino Beteiligungs GmbH & Co. KG, Herold Productions, Pitchblack Pictures	22850000.0	3336351.35
tt0093300	Jaws: The Revenge	Jaws: The Revenge	0	1987.0	89.0	Adventure,Horror,Thriller	3.0	49041	Mild	Moderate	Mild	Mild	Mild	Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield, Jay Mello, Cedric Scott, Charles Bowleg, Melvin Van Peebles, Mary Smith, Edna Billotto, Fritzi Jane Courtney, Cyprian R. Dube, Lee Fierro, Moby Griffin	United States	Universal Pictures	21022000.0	47419245.882
tt0120207	Steel	Steel	0	1997.0	97.0	Action,Adventure,Crime	3.0	14892		Moderate	Mild	Mild	Mild	Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree, Irma P. Hall, Ray J, Charles Napier, Kerrie Keane, Eric Pierpoint, Tembi Locke, Thom Barry, Gary Graham, Eric Saiet, Hill Harper, George Lemore, Joseph Palmer, Eric Poppick, Rutanya Alda	United States	Warner Bros., Quincy Jones-David Salzman Entertainment	14624000.0	1647002.408
tt0494501	Wacky Class 3,5	Hababam Sinifi Üç Buçuk	0	2005.0	98.0	Comedy,Thriller	3.0	8702	Mild	Moderate	Mild		Mild	Mehmet Ali Erbil, Seda Sayan, Safak Sezer, Memet Ali Alabora, Peker Açikalin, Cengiz Küçükayvaz, Melih Ekener, Kibariye, Hakan Yilmaz, Dost Elver, Sümer Tilmaç, Zihni Göktay, Hamit Haskabal, Tuncay Akça, Deniz Oral, Burak Öncü, Duran Uruç, Hasancan Seremet	Turkey	Arzu Film		10280073.33
tt0106257	American Ninja 5	American Ninja 5	0	1993.0	102.0	Action,Comedy,Romance	3.0	4365						David Bradley, Lee Reyes, Anne Dupont, Pat Morita, James Lew, Clement von Franckenstein, Marc Fiorini, Aharon Ipalé, Norman Burton, Tadashi Yamashita, Jose Guanchez, Vincente Perez, Jose Salvado, Carlos Ruiz, Tommy Arias, Rufino Perez, Vicente Vasquez, Fabrizio Mummolo	United States	International Movie Service S.r.l., The Cannon Group		
tt1650433	Sura	Sura	0	2010.0	159.0	Action	3.0	8609				Mild	Mild	Joseph Vijay, Tamannaah Bhatia, Vadivelu, Dev Gill, Sriman, Riyaz Khan, Sujatha Sivakumar, Madhan Bob, Radha Ravi, Ilavarasu, Venniradai Moorthy, Thaadi Balaji, Karate Raja, Alwa Vasu, King Kong, Rajendranath, Vakil Khan, Sumathi	India	Murugan Cine Arts		820312.258
tt9558612	PM Narendra Modi	PM Narendra Modi	0	2019.0	136.0	Biography,Drama	3.0	8686		Moderate	Mild		Moderate	Boman Irani, Vivek Oberoi, Barkha Bisht, Suresh Oberoi, Prashant Narayanan, Manoj Joshi, Zarina Wahab, Darshan Kumaar, Anjan Srivastav, Rajendra Gupta, Yatin Karyekar, Babita Anant, Imran Hasnee, Satish Sharma, Jay Bhatt, Tareeq Ahmed Khan, Raj Saluja, Sheila Gore	India	Legend Global Studio, Legend Studios, Vikrant Studio		2966724.2660000003
tt0756703	Feel the Noise	Feel the Noise	0	2007.0	86.0	Drama,Music	3.0	4781				Mild		Omarion, Giancarlo Esposito, Melonie Diaz, Rosa Arredondo, Luis Cruz, Charles Duckworth, Carlos V. Flores, Alexis Isaac Garcia, John Garcia, Zulay Henao, Norman Howell, Shydel James, Jerome Jones, Vico C., Cesar A. Lugo, Joel F. Martinez, James McCaffrey, Pras Michel	United States	Nuyorican Productions, Sony BMG Feature Films, TriStar Pictures		5896310.884000001
tt3526286	#Horror	#Horror	0	2015.0	97.0	Crime,Drama,Horror	3.0	3912		Moderate	Moderate	Mild	Moderate	Sadie Seelert, Haley Murphy, Bridget McGarry, Blue Lindeberg, Emma Adler, Jessica Blank, Ted Christensen, Annabelle Dexter-Jones, Balthazar Getty, Lydia Hearst, Timothy Hutton, Sadie Jensen-Blank, Natasha Lyonne, Taryn Manning, Mackenzie G. Mauro, Brenna Perez, Stella Schnabel, Chloë Sevigny	United States	Lowland Pictures, AST Studios	1371000.0	
tt7399138	Recep Ivedik 6	Recep Ivedik 6	0	2019.0	110.0	Comedy	3.0	8628	Mild		Moderate	Mild		Sahan Gökbakar, Nurullah Celebi, Somer Karvan, Chidi Benjamin John, Kepsin Misodi Teke, Mbaye Dieng, Lorraine Kadye, Martin Strecker, Mahmut Aziz Orhan, Eppo Woortman, Resul Alagozoglu, Yusuf Atmaca, Faik Bas, Furkan Bayraktar, Mustafa Tunahan Bodur, Mehmet Sah Celik, Berke Can Göktas, Atillahan Karagedik	Turkey	Camasirhane		15554594.584
tt0424873	Dark Spells	Büyü	0	2004.0	95.0	Horror,Thriller	3.0	3921						Ipek Tuzcuoglu, Ece Uslu, Özgü Namal, Dilek Serbest, Nihat Ileri, Okan Yalabik, Suna Selen, Serkan Akar, Faruk Aksoy, Hamit Bilgiç, Nami Esatgil, Ayse Germen, Safak Güçlü, Okan Selvi, Cemal Sincar, Çigdem Suyolcu, Serhat Tutumluer, Mehmet Emin Yel	Turkey	UFP		2086534.954
tt1725047	My Little Princess	My Little Princess	0	2010.0		Drama,Family,Romance	3.0	43580										
tt1570619	Sacred Demijohn 2	Kutsal Damacana 2: Itmen	0	2010.0	98.0	Action,Comedy,Fantasy	3.0	5462						Safak Sezer, Mustafa Üstündag, Aydemir Akbas, Serkan Sengül, Yildirim Memisoglu, Ebubekir Öztürk, Eris Akman, Tugba Karaca, Güzin Usta, Dilan Sezer, Sener Kökkaya, Ferhat Guzel, Ömer Kurt, Kemal Kuruçay, Yakup Konca, Yücel Kaçmaz, Süleyman Sezer, Suat Özkan	Turkey	Iyi Seyirler Film, Zero Film		4636999.856000001
tt0353324	The Crow: Wicked Prayer	The Crow: Wicked Prayer	0	2005.0	99.0	Action,Adventure,Comedy	3.0	9467	Mild	Moderate	Severe	Moderate		Yuji Okumoto, Marcus Chong, Tito Ortiz, Tara Reid, David Boreanaz, Rosemberg Salgado, Edward Furlong, Emmanuelle Chriqui, Danny Trejo, Dave Baez, Ryan Smith, Daymond John, Richard Cumba, Kristina Santoro, Kelsey Daniels, Ashley Christensen, Rena Owen, David Lea	United States	Dimension Films, Pressman Film, Jeff Most Productions		
tt0086987	Bolero	Bolero	0	1984.0	105.0	Comedy,Drama,Romance	3.0	5978	Severe		Mild	Moderate	Mild	Bo Derek, George Kennedy, Andrea Occhipinti, Ana Obregón, Olivia d'Abo, Greg Bensen, Ian Cochrane, Mirta Miller, Mickey Knox, Paul Stacey, James Stacey, Russell Brook, Corinne Russell	United States	City Films, Golan-Globus Productions	6398000.0	8148201.234
tt7059844	Dabangg 3	Dabangg 3	0	2019.0	160.0	Action,Comedy,Crime	3.0	20125		Moderate	Moderate	Mild	Moderate	Salman Khan, Sudeep, Sonakshi Sinha, Saiee Manjrekar, Arbaaz Khan, Pramod Khanna, Dimple Kapadia, Mahesh Manjrekar, Nawab Shah, Medha Manjrekar, Prabhu Deva, Warina Hussain, Sunil Agarwal, Assad Ahmed, Jeeshan Ali, Mohammad Ali, Mohammed Ali, Dishi Atre	India	Arbaaz Khan Productions, Saffron Broadcast & Media, Salman Khan Films		13513149.992
tt1153546	BloodRayne: The Third Reich	BloodRayne: The Third Reich	0	2011.0	79.0	Action,Adventure,Fantasy	3.0	6803	Severe	Severe	Severe	Moderate	Severe	Natassia Malthe, Brendan Fletcher, Michael Paré, Willam Belli, Annett Culp, Clint Howard, Steffen Mennekes, Arved Birnbaum, Safiya Kaygin, Nik Goldman, Vili Matula, Boris Bakal, Davorka Tovilo, Dora Lipovcan, Katarina Brozincevic, Luka Peros, Goran Manic, Boris Balta	United States, Canada, Germany	Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures	9140000.0	
tt0266747	Marci X	Marci X	0	2003.0	84.0	Comedy,Music	3.0	5457	Moderate	Moderate	Moderate	Mild	Mild	Lisa Kudrow, Damon Wayans, Richard Benjamin, Jane Krakowski, Christine Baranski, Paula Garcés, Charles Kimbrough, Veanne Cox, Sherie Rene Scott, Gano Grills, Nashawn Kearse, Myron Primes, Billy Griffith, Andrew Keenan-Bolger, Adam Fleming, Matthew Morrison, Manley Pope, Michael Seelbach	Germany, United States	Paramount Pictures, Scott Rudin Productions, Munich Film Partners New Century & Company (MFP) HAM Productions	18280000.0	1531595.284
tt0046248	Robot Monster	Robot Monster	0	1953.0	66.0	Comedy,Family,Horror	3.0	5373	Mild					George Nader, Gregory Moffett, Claudia Barrett, Selena Royle, John Mylong, Pamela Paulson, George Barrows, John Brown	United States	Three Dimension Pictures	14624.0	
tt13265876	Apex	Apex	0	2021.0	93.0	Action,Sci-Fi,Thriller	3.0	6169		Severe	Severe	Moderate	Moderate	Neal McDonough, Bruce Willis, Corey Large, Alexia Fast, Lochlyn Munro, Nels Lennarson, Megan Peta Hill, Trevor Gretzky, Clem Duranseaud, Everly Large, Brooke Baker, London Jane McDonough, Elliott Montello, Sean Roberts, John P. Alviz, Mitch Baker, Amy Fox, Laurence Mark Leeke	United States	308 Ent, BondIt Media Capital, Head Gear Films		10953.376
